año,trimestre,provincia,accesos por cada 100 hogares,banda ancha fija,dial up,total,adsl,cablemodem,fibra óptica,wireless,otros,total_fijo_xtipo_tecnologia_provincia,mbps (media de bajada),total_internet_fijo_provincias,suma_mb,count_suma_mb
2020,3,mendoza,"37,35",207173.0,615,207788.0,91908,64672,32817,17523,868,207788.0,"10,19",207788.0,2713.0,12.0
2020,3,misiones,"41,6",143186.0,- 0,143186.0,50195,77989,2572,3445,8985,143186.0,"24,14",143186.0,1974.0,7.0
2020,3,neuquén,"65,24",128862.0,373,129235.0,30222,70446,11043,16787,737,129235.0,"31,46",129235.0,2346.0,10.0
2020,3,río negro,"57,05",130966.0,501,131467.0,49530,40001,10381,13187,18368,131467.0,"21,08",131467.0,1665.0,9.0
2020,3,salta,"52,32",180844.0,2,180846.0,58216,84128,25445,5764,7293,180846.0,"25,26",180846.0,2294.0,10.0
2020,3,san juan,"38,79",77071.0,256,77327.0,40092,9223,5509,14023,8480,77327.0,"6,03",77327.0,1925.0,14.0
2020,3,san luis,"79,96",116417.0,148,116565.0,8401,10077,6,61828,36253,116565.0,"20,85",116565.0,2718.0,13.0
2020,3,santa cruz,"35,95",39084.0,197,39281.0,12845,16098,1027,6938,2373,39281.0,"6,65",39281.0,1183.0,15.0
2020,3,santa fe,"72,12",802861.0,137,802998.0,295051,405807,45721,37112,19307,802998.0,"25,69",802998.0,1793.0,12.0
2020,3,santiago del estero,"43,38",105491.0,1,105492.0,26419,70720,555,4185,3613,105492.0,"10,88",105492.0,5088.0,11.0
2020,3,tierra del fuego,"76,81",39366.0,289,39655.0,12854,26491,0,0,310,39655.0,"8,51",39655.0,2678.0,16.0
2020,3,tucumán,"53,23",223854.0,22,223876.0,149605,11752,59949,1808,762,223876.0,"34,84",223876.0,1664.0,15.0
2020,2,buenos aires,"65,22",3772480.0,5066,3777546.0,661272,2244277,723072,91736,57189,3777546.0,"45,66",3777546.0,3496.0,27.0
2020,2,capital federal,"106,41",1356431.0,1390,1357821.0,178896,1106133,39482,3937,29373,1357821.0,"60,48",1357821.0,981.0,21.0
2020,2,catamarca,"45,43",47975.0,1,47976.0,26968,3641,14878,261,2228,47976.0,"34,93",47976.0,2213.0,9.0
2020,2,chaco,"39,83",128129.0,3,128132.0,46816,56017,17266,6452,1581,128132.0,"27,95",128132.0,4340.0,12.0
2020,2,chubut,"57,34",107831.0,825,108656.0,45761,38279,1324,17678,5614,108656.0,"7,61",108656.0,2672.0,11.0
2020,2,córdoba,"72,71",836413.0,55,836468.0,282858,415007,85818,44522,8263,836468.0,"30,99",836468.0,343.0,16.0
2020,2,corrientes,"40,3",118863.0,3,118866.0,51248,55536,3144,3927,5011,118866.0,"22,15",118866.0,2424.0,5.0
2020,2,entre ríos,"56,54",234100.0,13,234113.0,89391,99423,13954,20042,11303,234113.0,"20,45",234113.0,1795.0,6.0
2020,2,formosa,"31,14",47932.0,- 0,47932.0,21805,9353,1882,14723,169,47932.0,"16,87",47932.0,2864.0,8.0
2020,2,jujuy,"47,89",94316.0,- 0,94316.0,32705,38938,5057,952,16664,94316.0,"15,86",94316.0,1665.0,9.0
2020,2,la pampa,"76,1",89693.0,116,89809.0,8551,54422,14232,11314,1290,89809.0,"8,03",89809.0,988.0,9.0
2020,2,la rioja,"49,84",52152.0,3,52155.0,16885,34984,1,250,35,52155.0,"11,67",52155.0,1332.0,6.0
2020,2,mendoza,"36,25",200569.0,615,201184.0,91904,62941,29613,15924,802,201184.0,"9,27",201184.0,1979.0,11.0
2020,2,misiones,"40,89",140340.0,- 0,140340.0,50792,74497,2579,3319,9153,140340.0,"22,56",140340.0,1061.0,6.0
2020,2,neuquén,"63,9",125799.0,373,126172.0,30256,67990,11037,15755,1134,126172.0,"29,1",126172.0,2311.0,10.0
2020,2,río negro,"56,37",128985.0,501,129486.0,49756,39650,10382,11331,18367,129486.0,"19,68",129486.0,2653.0,10.0
2020,2,salta,"51,58",177760.0,2,177762.0,59502,81740,24289,5123,7108,177762.0,"22,56",177762.0,2457.0,9.0
2020,2,san juan,"35,09",69521.0,256,69777.0,40092,8275,5509,7019,8882,69777.0,"6,31",69777.0,2537.0,13.0
2020,2,san luis,"78,41",113804.0,148,113952.0,8401,8357,6,60935,36253,113952.0,"21,02",113952.0,2686.0,13.0
2020,2,santa cruz,"35,79",38672.0,197,38869.0,12845,16044,1027,6585,2368,38869.0,"6,59",38869.0,1127.0,15.0
2020,2,santa fe,"70,0",777795.0,137,777932.0,299974,381679,46698,30487,19094,777932.0,"23,93",777932.0,1929.0,12.0
2020,2,santiago del estero,"43,47",105446.0,1,105447.0,25917,72074,355,3038,4063,105447.0,"10,41",105447.0,3924.0,10.0
2020,2,tierra del fuego,"76,37",38900.0,289,39189.0,12854,26025,0,0,310,39189.0,"8,13",39189.0,2478.0,11.0
2020,2,tucumán,"51,78",217134.0,22,217156.0,150084,9833,55120,1357,762,217156.0,"32,7",217156.0,943.0,12.0
2020,1,buenos aires,"64,33",3702985.0,5066,3708051.0,673237,2210349,720688,85443,18334,3708051.0,"45,18",3718747.0,2970.0,18.0
2020,1,capital federal,"105,98",1352104.0,1390,1353494.0,184494,1097635,38898,3911,28556,1353494.0,"58,71",1354054.0,968.0,21.0
2020,1,catamarca,"37,62",39634.0,1,39635.0,21945,3146,12056,261,2227,39635.0,"29,13",38860.0,2248.0,8.0
2020,1,chaco,"37,48",120274.0,3,120277.0,46356,54144,11958,6239,1580,120277.0,"25,94",120226.0,3252.0,12.0
2020,1,chubut,"51,27",95938.0,800,96738.0,45763,27287,1324,16885,5479,96738.0,"7,12",96920.0,3193.0,11.0
2020,1,córdoba,"70,69",811044.0,55,811099.0,286168,406109,68512,41617,8693,811099.0,"29,39",810924.0,261.0,14.0
2020,1,corrientes,"38,73",113967.0,3,113970.0,51126,53231,2172,2437,5004,113970.0,"20,54",113737.0,3899.0,7.0
2020,1,entre ríos,"56,12",231833.0,13,231846.0,90368,95434,13245,18737,14062,231846.0,"19,03",230292.0,1363.0,5.0
2020,1,formosa,"30,23",46434.0,- 0,46434.0,21068,8887,1800,14510,169,46434.0,"15,7",46276.0,2836.0,9.0
2020,1,jujuy,"46,67",91665.0,- 0,91665.0,32066,38938,3078,942,16641,91665.0,"14,14",94089.0,1739.0,9.0
2020,1,la pampa,"75,77",89110.0,116,89226.0,8553,53755,13821,11295,1802,89226.0,"7,29",89145.0,2778.0,15.0
2020,1,la rioja,"46,35",48337.0,3,48340.0,13076,34984,0,251,29,48340.0,"7,96",48345.0,1294.0,6.0
2020,1,mendoza,"33,14",182837.0,615,183452.0,91955,50251,28059,12465,722,183452.0,"8,44",176960.0,2366.0,12.0
2020,1,misiones,"39,02",133552.0,- 0,133552.0,51458,69452,1220,460,10962,133552.0,"22,15",133700.0,1120.0,7.0
2020,1,neuquén,"61,85",121354.0,373,121727.0,29305,65951,11031,14711,729,121727.0,"27,77",122214.0,2136.0,9.0
2020,1,río negro,"55,12",125699.0,501,126200.0,47756,38479,10381,11222,18362,126200.0,"19,06",126927.0,1695.0,9.0
2020,1,salta,"49,6",170379.0,2,170381.0,60426,75593,23025,4125,7212,170381.0,"21,43",170695.0,2110.0,9.0
2020,1,san juan,"32,39",63975.0,256,64231.0,40092,6448,5508,7082,5101,64231.0,"6,04",67861.0,2150.0,13.0
2020,1,san luis,"76,31",110404.0,148,110552.0,8301,7612,5,58301,36333,110552.0,"20,99",110454.0,2897.0,13.0
2020,1,santa cruz,"35,97",38625.0,197,38822.0,12845,15766,1026,6817,2368,38822.0,"6,42",38335.0,1198.0,14.0
2020,1,santa fe,"69,52",770981.0,137,771118.0,302366,383673,35123,30488,19468,771118.0,"22,42",762556.0,1817.0,10.0
2020,1,santiago del estero,"42,47",102754.0,1,102755.0,24695,70424,200,2779,4657,102755.0,"10,0",103054.0,3817.0,10.0
2020,1,tierra del fuego,"76,07",38505.0,289,38794.0,12854,25632,0,0,308,38794.0,"7,41",37606.0,2071.0,13.0
2020,1,tucumán,"47,85",200045.0,22,200067.0,143184,10494,44687,1355,347,200067.0,"32,25",200449.0,737.0,12.0
2019,4,buenos aires,"64,25",3681120.0,5134,3686254.0,720011,2191672,669194,87111,18266,3686254.0,"30,77",3686254.0,3563.0,19.0
2019,4,capital federal,"106,25",1356695.0,1410,1358105.0,196938,1093143,35534,3914,28576,1358105.0,"44,2",1358105.0,1026.0,21.0
2019,4,catamarca,"36,44",38310.0,1,38311.0,22999,3318,9506,261,2227,38311.0,"24,88",38311.0,2883.0,8.0
2019,4,chaco,"36,84",117900.0,3,117903.0,48661,53602,8831,5229,1580,117903.0,"23,37",117903.0,1947.0,8.0
2019,4,chubut,"51,15",95292.0,810,96102.0,47045,26977,1324,15267,5489,96102.0,"6,99",96102.0,3191.0,11.0
2019,4,córdoba,"70,48",806633.0,55,806688.0,296872,410038,53335,37750,8693,806688.0,"26,16",806688.0,260.0,14.0
2019,4,corrientes,"38,77",113831.0,3,113834.0,52525,51845,2002,2458,5004,113834.0,"19,26",113834.0,2700.0,6.0
2019,4,entre ríos,"57,99",239017.0,13,239030.0,92981,99206,12875,18561,15407,239030.0,"17,01",239030.0,609.0,6.0
2019,4,formosa,"30,47",46711.0,- 0,46711.0,21567,8684,1760,14531,169,46711.0,"14,53",46711.0,2568.0,8.0
2019,4,jujuy,"45,38",88881.0,- 0,88881.0,32949,37604,873,814,16641,88881.0,"12,96",88881.0,1541.0,9.0
2019,4,la pampa,"76,92",90280.0,119,90399.0,15457,56854,4942,11341,1805,90399.0,"6,53",90399.0,2445.0,15.0
2019,4,la rioja,"47,14",48999.0,3,49002.0,13738,34984,0,251,29,49002.0,"8,0",49002.0,1366.0,6.0
2019,4,mendoza,"33,65",185157.0,623,185780.0,96678,49711,24989,13672,730,185780.0,"7,79",185780.0,2500.0,13.0
2019,4,misiones,"39,79",135813.0,- 0,135813.0,53116,69676,847,441,11733,135813.0,"20,32",135813.0,1164.0,7.0
2019,4,neuquén,"59,36",116069.0,376,116445.0,29826,60970,10549,14246,854,116445.0,"26,02",116445.0,2114.0,9.0
2019,4,río negro,"55,71",126636.0,504,127140.0,49747,37933,9658,11437,18365,127140.0,"17,18",127140.0,1701.0,9.0
2019,4,salta,"50,35",172443.0,2,172445.0,63272,76062,21865,3040,8206,172445.0,"19,08",172445.0,287.0,7.0
2019,4,san juan,"32,85",64715.0,259,64974.0,41360,6338,4931,7241,5104,64974.0,"6,04",64974.0,2100.0,13.0
2019,4,san luis,"74,92",108053.0,148,108201.0,8569,8027,6,55266,36333,108201.0,"20,69",108201.0,3209.0,13.0
2019,4,santa cruz,"36,71",39170.0,200,39370.0,13264,15899,1036,6800,2371,39370.0,"5,21",39370.0,1166.0,10.0
2019,4,santa fe,"69,48",769019.0,150,769169.0,312072,382254,27464,26978,20401,769169.0,"20,55",769169.0,1793.0,10.0
2019,4,santiago del estero,"42,92",103587.0,1,103588.0,24682,71239,200,2810,4657,103588.0,"9,79",103588.0,3904.0,10.0
2019,4,tierra del fuego,"79,7",40101.0,291,40392.0,13261,26821,0,0,310,40392.0,"7,27",40392.0,1502.0,12.0
2019,4,tucumán,"47,65",198621.0,23,198644.0,146985,11012,39574,725,348,198644.0,"29,87",198644.0,659.0,11.0
2019,3,buenos aires,"69,36",3950114.0,10119,3960233.0,1277249,2144956,425386,85572,27070,3960233.0,"25,68",3971683.0,2387.0,16.0
2019,3,capital federal,"112,65",1437734.0,3477,1441211.0,300288,1080973,24900,3895,31155,1441211.0,"38,71",1442810.0,875.0,19.0
2019,3,catamarca,"30,88",32391.0,9,32400.0,24349,5543,13,244,2251,32400.0,"9,29",32382.0,916.0,7.0
2019,3,chaco,"35,85",114438.0,13,114451.0,50416,49156,8063,5224,1592,114451.0,"19,99",112227.0,2093.0,8.0
2019,3,chubut,"47,57",87481.0,1524,89005.0,37298,27090,1917,15149,7551,89005.0,"6,97",90152.0,2157.0,10.0
2019,3,córdoba,"68,59",782946.0,107,783053.0,307780,399231,30064,37277,8701,783053.0,"23,19",782341.0,202.0,14.0
2019,3,corrientes,"38,49",112749.0,10,112759.0,53344,50230,1888,2458,4839,112759.0,"16,7",110656.0,1639.0,5.0
2019,3,entre ríos,"57,9",238057.0,45,238102.0,94947,96305,12888,18530,15432,238102.0,"14,7",236314.0,913.0,6.0
2019,3,formosa,"30,11",46066.0,- 0,46066.0,21777,8359,1476,14292,162,46066.0,"13,22",46373.0,2086.0,6.0
2019,3,jujuy,"44,32",86575.0,1,86576.0,33110,35742,274,812,16638,86576.0,"11,97",88981.0,1328.0,8.0
2019,3,la pampa,"77,45",90559.0,269,90828.0,19469,52941,4994,11462,1962,90828.0,"5,72",90826.0,3164.0,13.0
2019,3,la rioja,"47,94",49659.0,18,49677.0,14390,34984,11,251,41,49677.0,"8,0",49678.0,1434.0,5.0
2019,3,mendoza,"40,74",223015.0,1322,224337.0,148640,54312,6865,12975,1545,224337.0,"6,11",222774.0,3543.0,15.0
2019,3,misiones,"39,33",133883.0,- 0,133883.0,54493,65872,829,419,12270,133883.0,"17,93",131099.0,1057.0,5.0
2019,3,neuquén,"64,14",123435.0,1986,125421.0,43347,60484,5560,13512,2518,125421.0,"23,75",124898.0,1847.0,9.0
2019,3,río negro,"63,42",143391.0,904,144295.0,67478,37425,9739,10806,18847,144295.0,"15,98",144243.0,1300.0,9.0
2019,3,salta,"44,48",151834.0,1,151835.0,65799,74329,733,1580,9394,151835.0,"14,75",151938.0,391.0,7.0
2019,3,san juan,"37,06",72535.0,563,73098.0,51670,7425,1227,7241,5535,73098.0,"6,04",76968.0,2406.0,13.0
2019,3,san luis,"85,23",122409.0,291,122700.0,13037,10561,350,62286,36466,122700.0,"19,74",122702.0,2538.0,12.0
2019,3,santa cruz,"35,63",37642.0,328,37970.0,10663,17056,969,6544,2738,37970.0,"5,02",37430.0,2682.0,12.0
2019,3,santa fe,"68,87",760706.0,228,760934.0,319396,377171,18690,24269,21408,760934.0,"18,17",752576.0,1931.0,9.0
2019,3,santiago del estero,"55,3",133130.0,2,133132.0,24556,71198,219,2759,34400,133132.0,"9,39",132632.0,3237.0,8.0
2019,3,tierra del fuego,"96,46",48043.0,544,48587.0,19790,26659,651,0,1487,48587.0,"6,69",48557.0,1755.0,13.0
2019,3,tucumán,"39,49",164099.0,32,164131.0,150918,12089,116,684,324,164131.0,"19,32",164444.0,1535.0,11.0
2019,2,buenos aires,"67,85",3845594.0,10104,3855698.0,1284658,2079900,382971,75240,32929,3855698.0,"22,48",3870807.0,1642.0,12.0
2019,2,capital federal,"110,55",1412177.0,3443,1415620.0,309937,1061358,36082,3962,4281,1415620.0,"30,35",1418395.0,299.0,18.0
2019,2,catamarca,"32,13",33626.0,9,33635.0,25682,5543,13,146,2251,33635.0,"8,81",33622.0,1045.0,7.0
2019,2,chaco,"34,14",108721.0,13,108734.0,50765,47448,4203,4727,1591,108734.0,"16,01",109904.0,2337.0,9.0
2019,2,chubut,"46,99",86038.0,1518,87556.0,37313,26338,1917,14443,7545,87556.0,"6,05",89333.0,2553.0,12.0
2019,2,córdoba,"68,07",775023.0,105,775128.0,314768,388254,23023,33847,15236,775128.0,"18,43",769793.0,1100.0,13.0
2019,2,corrientes,"38,16",111539.0,10,111549.0,53835,47431,1701,2444,6138,111549.0,"13,83",109461.0,2321.0,7.0
2019,2,entre ríos,"57,48",235780.0,44,235824.0,97081,91081,12764,17369,17529,235824.0,"12,19",234213.0,1206.0,6.0
2019,2,formosa,"30,42",46438.0,- 0,46438.0,21916,8686,1382,14292,162,46438.0,"10,84",46751.0,1834.0,6.0
2019,2,jujuy,"44,51",86706.0,1,86707.0,33022,30742,274,812,21857,86707.0,"12,07",86733.0,814.0,9.0
2019,2,la pampa,"77,08",89937.0,268,90205.0,19471,52101,4840,10789,3004,90205.0,"5,49",90223.0,2855.0,13.0
2019,2,la rioja,"48,7",50283.0,18,50301.0,15014,34984,11,251,41,50301.0,"7,89",50304.0,1516.0,7.0
2019,2,mendoza,"40,75",222535.0,1322,223857.0,148673,54027,6865,12748,1544,223857.0,"6,03",222260.0,3679.0,14.0
2019,2,misiones,"39,15",132878.0,- 0,132878.0,55373,64272,543,421,12269,132878.0,"14,5",130052.0,1083.0,6.0
2019,2,neuquén,"63,08",120954.0,1999,122953.0,43420,59021,4983,12792,2737,122953.0,"17,24",122886.0,3349.0,8.0
2019,2,río negro,"61,09",137632.0,915,138547.0,67841,36527,4037,10485,19657,138547.0,"11,63",138429.0,2037.0,10.0
2019,2,salta,"41,89",142567.0,1,142568.0,68827,62343,725,1210,9463,142568.0,"12,55",142650.0,467.0,5.0
2019,2,san juan,"35,6",69461.0,564,70025.0,51680,7425,1174,2870,6876,70025.0,"6,12",70240.0,1333.0,11.0
2019,2,san luis,"81,79",117094.0,291,117385.0,11130,10298,347,57242,38368,117385.0,"19,88",117383.0,2004.0,11.0
2019,2,santa cruz,"28,85",30225.0,325,30550.0,10665,10257,379,6514,2735,30550.0,"6,01",30010.0,2809.0,13.0
2019,2,santa fe,"67,42",743258.0,226,743484.0,325420,355140,18236,21980,22708,743484.0,"15,07",736108.0,1558.0,7.0
2019,2,santiago del estero,"52,79",126752.0,2,126754.0,24393,64783,219,2759,34600,126754.0,"7,1",126056.0,1962.0,6.0
2019,2,tierra del fuego,"94,8",46910.0,544,47454.0,19790,25527,651,0,1486,47454.0,"6,34",47895.0,1477.0,13.0
2019,2,tucumán,"40,14",166299.0,32,166331.0,153121,12089,116,684,321,166331.0,"18,53",166673.0,1916.0,11.0
2019,1,buenos aires,"66,24",3736563.0,10104,3746667.0,1304507,2020730,336362,64867,20201,3746667.0,"19,64",3732709.0,2074.0,13.0
2019,1,capital federal,"109,2",1396157.0,3443,1399600.0,328246,1030814,32281,3978,4281,1399600.0,"24,72",1401583.0,354.0,18.0
2019,1,catamarca,"32,19",33613.0,9,33622.0,26912,4443,16,0,2251,33622.0,"7,96",34739.0,936.0,7.0
2019,1,chaco,"32,64",103664.0,13,103677.0,53409,43555,1951,3628,1134,103677.0,"13,44",106982.0,2486.0,8.0
2019,1,chubut,"43,0",78260.0,1518,79778.0,37302,23065,1923,14443,3045,79778.0,"5,89",82678.0,1821.0,12.0
2019,1,córdoba,"65,52",744010.0,105,744115.0,323272,363959,19902,24615,12367,744115.0,"15,73",746418.0,1086.0,9.0
2019,1,corrientes,"35,13",102477.0,10,102487.0,55842,43444,1615,1528,58,102487.0,"12,05",101659.0,2072.0,7.0
2019,1,entre ríos,"56,79",232403.0,44,232447.0,100999,90253,12723,16231,12241,232447.0,"10,66",233180.0,1326.0,6.0
2019,1,formosa,"29,68",45211.0,- 0,45211.0,22570,7878,940,13761,62,45211.0,"9,83",45299.0,2107.0,6.0
2019,1,jujuy,"46,41",90146.0,1,90147.0,33248,12484,153,640,43622,90147.0,"8,56",83736.0,489.0,11.0
2019,1,la pampa,"76,35",88892.0,268,89160.0,18832,57373,2891,9023,1041,89160.0,"5,06",87085.0,3830.0,17.0
2019,1,la rioja,"50,18",51638.0,18,51656.0,16367,34984,12,252,41,51656.0,"7,09",51653.0,660.0,6.0
2019,1,mendoza,"37,66",204976.0,1322,206298.0,148524,40205,5662,10363,1544,206298.0,"5,74",215979.0,2447.0,14.0
2019,1,misiones,"36,26",122720.0,- 0,122720.0,54898,59214,465,426,7717,122720.0,"12,51",125633.0,1097.0,6.0
2019,1,neuquén,"58,88",112321.0,2056,114377.0,40747,55634,3114,12510,2372,114377.0,"15,88",114242.0,2188.0,8.0
2019,1,río negro,"53,57",120173.0,915,121088.0,68377,34124,3994,9736,4857,121088.0,"10,49",120826.0,1509.0,8.0
2019,1,salta,"40,1",136019.0,1,136020.0,74426,57933,647,1135,1879,136020.0,"10,38",136012.0,620.0,6.0
2019,1,san juan,"31,83",61881.0,564,62445.0,51660,5838,808,2932,1207,62445.0,"5,84",63982.0,1047.0,12.0
2019,1,san luis,"67,34",96044.0,291,96335.0,11108,7784,378,53097,23968,96335.0,"8,71",98701.0,1306.0,11.0
2019,1,santa cruz,"23,67",24580.0,325,24905.0,10659,4615,382,6514,2735,24905.0,"5,78",25606.0,1028.0,11.0
2019,1,santa fe,"66,97",736851.0,227,737078.0,340038,340344,15621,23215,17860,737078.0,"12,99",732320.0,2442.0,10.0
2019,1,santiago del estero,"37,52",89851.0,2,89853.0,25337,61547,23,2847,99,89853.0,"6,42",91535.0,1951.0,6.0
2019,1,tierra del fuego,"93,38",45903.0,544,46447.0,19789,23549,1623,0,1486,46447.0,"6,34",43361.0,2009.0,14.0
2019,1,tucumán,"41,63",171970.0,32,172002.0,159215,11670,118,678,321,172002.0,"16,57",172217.0,2354.0,12.0
2018,4,buenos aires,"64,6",3626502.0,10104,3636606.0,1305576,1949637,296102,65477,19814,3636606.0,"16,93",3636606.0,1015.0,12.0
2018,4,capital federal,"108,27",1385577.0,3443,1389020.0,328253,1019490,33042,3978,4257,1389020.0,"22,94",1389020.0,348.0,17.0
2018,4,catamarca,"32,23",33574.0,9,33583.0,26912,4443,16,0,2212,33583.0,"8,04",33583.0,687.0,7.0
2018,4,chaco,"32,59",103257.0,13,103270.0,53409,43555,1940,3236,1130,103270.0,"13,49",103270.0,2486.0,8.0
2018,4,chubut,"42,61",77204.0,1518,78722.0,37215,23065,952,14443,3047,78722.0,"6,09",78722.0,2285.0,13.0
2018,4,córdoba,"65,09",737234.0,105,737339.0,328854,355716,17675,21851,13243,737339.0,"15,81",737339.0,91.0,7.0
2018,4,corrientes,"34,57",100591.0,10,100601.0,55842,42418,796,1515,30,100601.0,"12,14",100601.0,1872.0,7.0
2018,4,entre ríos,"54,37",222003.0,44,222047.0,101168,86198,4853,15472,14356,222047.0,"11,02",222047.0,1261.0,8.0
2018,4,formosa,"29,74",45204.0,- 0,45204.0,22619,7880,887,13761,57,45204.0,"9,82",45204.0,1115.0,5.0
2018,4,jujuy,"46,53",90132.0,1,90133.0,33248,12484,153,640,43608,90133.0,"8,56",90133.0,489.0,11.0
2018,4,la pampa,"73,49",85368.0,268,85636.0,18832,55337,2685,7772,1010,85636.0,"4,32",85636.0,2179.0,14.0
2018,4,la rioja,"50,35",51633.0,18,51651.0,16367,34984,12,252,36,51651.0,"7,09",51651.0,660.0,6.0
2018,4,mendoza,"37,76",204982.0,1322,206304.0,148524,40205,5665,10363,1547,206304.0,"5,75",206304.0,2086.0,13.0
2018,4,misiones,"34,45",116273.0,- 0,116273.0,55500,53673,465,426,6209,116273.0,"12,5",116273.0,1111.0,6.0
2018,4,neuquén,"59,07",112309.0,2056,114365.0,40747,55634,3115,12425,2444,114365.0,"15,89",114365.0,2160.0,8.0
2018,4,río negro,"51,86",115922.0,915,116837.0,68377,34292,1299,8037,4832,116837.0,"10,49",116837.0,1908.0,9.0
2018,4,salta,"39,8",134577.0,1,134578.0,74295,57539,638,253,1853,134578.0,"10,46",134578.0,620.0,6.0
2018,4,san juan,"31,9",61834.0,564,62398.0,51660,5838,806,2883,1211,62398.0,"5,72",62398.0,520.0,10.0
2018,4,san luis,"67,55",96040.0,291,96331.0,11108,7784,378,53097,23964,96331.0,"8,82",96331.0,988.0,11.0
2018,4,santa cruz,"23,69",24443.0,325,24768.0,10659,4615,382,6378,2734,24768.0,"5,12",24768.0,1272.0,11.0
2018,4,santa fe,"65,59",720161.0,229,720390.0,335519,322782,14387,18705,28997,720390.0,"13,18",720390.0,2288.0,8.0
2018,4,santiago del estero,"37,4",89333.0,2,89335.0,25339,61243,23,2649,81,89335.0,"6,31",89335.0,1713.0,6.0
2018,4,tierra del fuego,"93,59",45716.0,544,46260.0,19789,23349,1623,0,1499,46260.0,"7,44",46260.0,597.0,11.0
2018,4,tucumán,"41,76",171972.0,32,172004.0,159215,11670,119,686,314,172004.0,"16,58",172004.0,2268.0,12.0
2018,3,buenos aires,"64,44",3599714.0,10563,3610277.0,1435856,1929273,156382,62318,26448,3610277.0,"16,78",3609754.0,1446.0,12.0
2018,3,capital federal,"108,45",1385804.0,6686,1392490.0,334353,1009252,35694,3872,9319,1392490.0,"21,64",1394490.0,493.0,16.0
2018,3,catamarca,"32,92",34215.0,11,34226.0,27553,4443,15,1,2214,34226.0,"7,81",34373.0,697.0,8.0
2018,3,chaco,"32,28",102021.0,12,102033.0,53927,42359,1990,2628,1129,102033.0,"12,89",105340.0,2378.0,7.0
2018,3,chubut,"56,39",101310.0,2426,103736.0,58887,23065,1239,13817,6728,103736.0,"6,08",102594.0,2173.0,13.0
2018,3,córdoba,"64,24",725764.0,94,725858.0,337620,342401,15785,19213,10839,725858.0,"14,82",723352.0,99.0,5.0
2018,3,corrientes,"34,25",99445.0,11,99456.0,56444,41300,212,1468,32,99456.0,"11,49",99459.0,1544.0,7.0
2018,3,entre ríos,"50,22",204560.0,48,204608.0,103318,83714,2403,15093,80,204608.0,"10,52",204062.0,1296.0,8.0
2018,3,formosa,"29,58",44865.0,- 0,44865.0,22777,7589,817,13625,57,44865.0,"9,32",44857.0,1870.0,6.0
2018,3,jujuy,"23,26",44934.0,1,44935.0,33363,10856,32,641,43,44935.0,"7,67",44897.0,1347.0,6.0
2018,3,la pampa,"71,75",83180.0,244,83424.0,12415,54574,8437,7011,987,83424.0,"4,28",83342.0,1824.0,21.0
2018,3,la rioja,"50,73",51855.0,17,51872.0,16587,34984,13,253,35,51872.0,"6,16",51869.0,702.0,7.0
2018,3,mendoza,"37,99",205545.0,1484,207029.0,151033,40205,5744,8195,1852,207029.0,"5,79",208201.0,2155.0,13.0
2018,3,misiones,"32,1",108042.0,- 0,108042.0,56290,50793,512,391,56,108042.0,"12,49",110594.0,1260.0,7.0
2018,3,neuquén,"60,49",114713.0,2005,116718.0,46602,54129,998,12277,2712,116718.0,"14,67",115935.0,1897.0,9.0
2018,3,río negro,"50,54",112433.0,1059,113492.0,68590,33474,1252,5051,5125,113492.0,"10,06",113504.0,1975.0,9.0
2018,3,salta,"39,43",132882.0,1,132883.0,76600,53980,678,234,1391,132883.0,"9,27",133722.0,1636.0,6.0
2018,3,san juan,"33,05",63823.0,658,64481.0,54025,5838,826,2744,1048,64481.0,"5,74",64369.0,523.0,10.0
2018,3,san luis,"52,35",74121.0,300,74421.0,11096,7784,368,52859,2314,74421.0,"8,81",74362.0,1004.0,11.0
2018,3,santa cruz,"32,73",33565.0,434,33999.0,18606,4574,585,6238,3996,33999.0,"5,37",33945.0,1273.0,11.0
2018,3,santa fe,"63,41",694883.0,217,695100.0,339126,312866,11749,16337,15022,695100.0,"12,36",692572.0,1619.0,8.0
2018,3,santiago del estero,"36,25",86358.0,2,86360.0,25805,58789,23,1662,81,86360.0,"5,78",86102.0,3423.0,9.0
2018,3,tierra del fuego,"92,77",45056.0,508,45564.0,19365,22649,1502,1,2047,45564.0,"5,99",44300.0,702.0,11.0
2018,3,tucumán,"41,68",171135.0,31,171166.0,161209,9280,110,252,315,171166.0,"15,26",171040.0,2124.0,8.0
2018,2,buenos aires,"62,78",3490134.0,10565,3500699.0,1450203,1807868,143626,71256,27746,3500699.0,"14,68",3502314.0,411.0,11.0
2018,2,capital federal,"106,53",1362498.0,6688,1369186.0,342431,977916,35610,3908,9321,1369186.0,"18,94",1371167.0,497.0,16.0
2018,2,catamarca,"32,86",34078.0,11,34089.0,27444,4415,15,1,2214,34089.0,"7,69",34073.0,367.0,6.0
2018,2,chaco,"31,25",98509.0,12,98521.0,54134,40750,562,1946,1129,98521.0,"12,5",98290.0,2054.0,7.0
2018,2,chubut,"54,9",98137.0,2427,100564.0,58935,19591,1239,14070,6729,100564.0,"5,33",100533.0,806.0,7.0
2018,2,córdoba,"63,27",712979.0,94,713073.0,345141,327636,13832,16355,10109,713073.0,"13,88",710289.0,90.0,6.0
2018,2,corrientes,"33,81",97946.0,11,97957.0,56541,39715,201,1468,32,97957.0,"10,88",97960.0,1612.0,7.0
